0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,Gold,0,0,0,0,0,0
0,0,0,0,White_Item,White_Item,0,White_Item,White_Item,0,0,0,0
0,0,White_Item,White_Item,0,0,Gold,0,0,White_Item,White_Item,0,0
White_Item,White_Item,0,0,Orange_Item,Orange_Item,0,Orange_Item,Orange_Item,0,0,White_Item,White_Item
0,0,Orange_Item,Orange_Item,0,0,Gold,0,0,Orange_Item,Orange_Item,0,0
Orange_Item,Orange_Item,0,0,Yellow_Item,Yellow_Item,0,Yellow_Item,Yellow_Item,0,0,Orange_Item,Orange_Item
0,0,Yellow_Item,Yellow_Item,0,0,Gold,0,0,Yellow_Item,Yellow_Item,0,0
Yellow_Item,Yellow_Item,0,0,Green_Item,Green_Item,0,Green_Item,Green_Item,0,0,Yellow_Item,Yellow_Item
0,0,Green_Item,Green_Item,0,0,Gold,0,0,Green_Item,Green_Item,0,0
Green_Item,Green_Item,0,0,Red_Item,Red_Item,0,Red_Item,Red_Item,0,0,Green_Item,Green_Item
0,0,Red_Item,Red_Item,0,0,Gold,0,0,Red_Item,Red_Item,0,0
Red_Item,Red_Item,0,0,Blue_Item,Blue_Item,0,Blue_Item,Blue_Item,0,0,Red_Item,Red_Item
0,0,Blue_Item,Blue_Item,0,0,0,0,0,Blue_Item,Blue_Item,0,0
Blue_Item,Blue_Item,0,0,0,0,0,0,0,0,0,Blue_Item,Blue_Item
