0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,Gold,0,Gold,0,Gold,0,Gold,0,Gold,0,0
0,0,Gold,0,Gold,0,Gold,0,Gold,0,Gold,0,0
0,0,Gold,0,Gold,0,Gold,0,Gold,Green_Item,Green,0,0
0,0,Gold,0,Gold,0,Gold,0,Gold,0,Gold,0,0
0,0,Gold,0,Gold,0,Gold,Red_Item,Red,Red,Red,0,0
0,0,Gold,0,Gold,0,Gold,0,Gold,0,Gold,0,0
0,0,Gold,0,Gold,Blue_Item,Blue,Blue,Blue,Blue,Blue,0,0
0,0,Gold,0,Gold,0,Gold,0,Gold,0,Gold,0,0
0,0,Gold,Pink_Item,Pink,Pink,Pink,Pink,Pink,Pink,Pink,0,0
0,0,Gold,0,Gold,0,Gold,0,Gold,0,Gold,0,0
0,0,Yellow_Item,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,0,0
0,0,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
