0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
Blue_Item,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue_Item
Gold,0,0,0,0,0,0,0,0,0,0,0,Gold
Blue_Item,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue_Item
0,0,0,0,0,0,0,0,0,0,0,0,0
Orange_Item,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Orange_Item
Gold,0,0,0,0,0,0,0,0,0,0,0,Gold
White_Item,White,White,White,White,White,White,White,White,White,White,White,White_Item
0,0,0,0,0,0,0,0,0,0,0,0,0
LightBlue_Item,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,LightBlue_Item
Gold,0,0,0,0,0,0,0,0,0,0,0,Gold
Red_Item,Red,Red,Red,Red,Red,Red,Red,Red,Red,Red,Red,Red_Item
0,0,0,0,0,0,0,0,0,0,0,0,0
Red_Item,Red,Red,Red,Red,Red,Red,Red,Red,Red,Red,Red,Red_Item
Gold,0,0,0,0,0,0,0,0,0,0,0,Gold
