0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
Red,Red_Item,Red_Item,Red,Red_Item,Red,Red_Item,Red,Red,Red,Red_Item,Red,Red
Green,Green_Item,Green_Item,Green,Green_Item,Green_Item,Green,Green_Item,Green,Green,Green_Item,Green,Green
Blue,Blue_Item,Blue_Item,Blue,Blue_Item,Blue,Blue_Item,Blue,Blue,Blue,Blue_Item,Blue,Blue
Gold,Gold,Gold,Gold,Gold,Silver,Silver,Silver,Gold,Gold,Gold,Gold,Gold
Gold,Red,Red,Red,Gold,0,0,0,Gold,Blue,Blue,Blue,Gold
Gold,Red,Red,Red,Gold,0,0,0,Gold,Blue,Blue,Blue,Gold
Gold,0,0,0,0,0,0,0,0,0,0,0,Gold
Gold,0,0,0,0,0,0,0,0,0,0,0,Gold
Gold,0,0,0,Gold,Red,Red,Red,Gold,0,0,0,Gold
Gold,0,0,0,Gold,Red,Red,Red,Gold,0,0,0,Gold
Gold,Silver,Silver,Silver,Gold,Gold,Gold,Gold,Gold,Silver,Silver,Silver,Gold
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
