0,Gold,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,Gold,0,0,0,0,0,0,0,0,0,0,0
0,Gold,0,0,0,0,0,0,0,0,0,0,0
0,Gold,0,0,0,0,0,0,0,0,0,0,0
0,Gold,0,0,0,0,0,Blue_Item,0,0,0,0,0
0,Gold,0,0,0,0,Blue_Item,LightBlue_Item,Blue_Item,0,0,0,0
0,Gold,0,0,0,Blue_Item,LightBlue_Item,White_Item,LightBlue_Item,Blue_Item,0,0,0
0,Gold,0,0,Blue_Item,LightBlue_Item,White_Item,LightBlue_Item,White_Item,LightBlue_Item,Blue_Item,0,0
0,Gold,0,Blue_Item,LightBlue_Item,White_Item,LightBlue_Item,Silver,LightBlue_Item,White_Item,LightBlue_Item,Blue_Item,0
0,Gold,0,0,Blue_Item,LightBlue_Item,White_Item,LightBlue_Item,White_Item,LightBlue_Item,Blue_Item,0,0
0,Gold,0,0,0,Blue_Item,LightBlue_Item,White_Item,LightBlue_Item,Blue_Item,0,0,0
0,Gold,0,0,0,0,Blue_Item,LightBlue_Item,Blue_Item,0,0,0,0
0,Gold,0,0,0,0,0,Blue_Item,0,0,0,0,0
0,Gold,0,0,0,0,0,0,0,0,0,0,0
0,Gold,0,0,0,0,0,0,0,0,0,0,0
0,Gold,0,0,0,0,0,0,0,0,0,0,0
0,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold
