0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,Gold,0,Gold,0,Gold,0,Gold,0,0,0
0,Gold,0,0,0,0,0,0,0,0,0,Gold,0
0,Gold,Gold,0,Gold,0,0,0,Gold,0,Gold,Gold,0
0,0,0,0,0,0,White_Item,0,0,0,0,0,0
0,Gold,0,0,0,Gold,Orange,Gold,0,0,0,Gold,0
0,0,0,Gold,0,0,LightBlue_Item,0,0,Gold,0,0,0
0,0,0,0,0,0,Green_Item,0,0,0,0,0,0
0,0,0,Gold,0,0,Red_Item,0,0,Gold,0,0,0
0,Gold,0,0,0,Gold,Blue_Item,Gold,0,0,0,Gold,0
0,0,0,0,0,0,Pink_Item,0,0,0,0,0,0
0,Gold,Gold,0,Gold,0,0,0,Gold,0,Gold,Gold,0
0,Gold,0,0,0,0,0,0,0,0,0,Gold,0
0,0,0,Gold,0,Gold,0,Gold,0,Gold,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
