0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
LightBlue,White,Gold,LightBlue,LightBlue,LightBlue,LightBlue_Item,LightBlue,LightBlue,LightBlue,Gold,White,LightBlue
LightBlue,White,Yellow,Gold,LightBlue,LightBlue_Item,LightBlue_Item,LightBlue_Item,LightBlue,Gold,Green,White,LightBlue
LightBlue,White,Yellow,Yellow,Gold,LightBlue,LightBlue_Item,LightBlue,Gold,Green,Green,White,LightBlue
LightBlue,White,Yellow,Yellow,Yellow,Gold,White,Gold,Green,Green,Green,White,LightBlue
LightBlue,White,Yellow,Yellow,Yellow,Yellow,White,Green,Green,Green,Green,White,LightBlue
LightBlue,White,Yellow,Yellow,Yellow,Yellow,White,Green,Green,Green,Green,White,LightBlue
LightBlue,White,Yellow_Item,Yellow,Yellow,Yellow,White,Green,Green,Green,Green_Item,White,LightBlue
LightBlue,White,Yellow_Item,Yellow,Yellow,Yellow,White,Green,Green,Green,Green_Item,White,LightBlue
LightBlue,Silver,Yellow_Item,Yellow,Yellow,Yellow,White,Green,Green,Green,Green_Item,Silver,LightBlue
LightBlue_Item,LightBlue_Item,Silver,Yellow_Item,Yellow,Yellow,White,Green,Green,Green_Item,Silver,LightBlue_Item,LightBlue_Item
LightBlue,LightBlue,LightBlue,Silver,Yellow,Yellow,White,Green,Green,Silver,LightBlue,LightBlue,LightBlue
LightBlue,LightBlue,LightBlue,LightBlue,Silver,Yellow,White,Green,Silver,LightBlue,LightBlue,LightBlue,LightBlue
LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,Silver,White,Silver,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue
