0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,Gold,0,Gold,0,0,0,0,0,Gold,0,Gold,0
0,Gold,Green_Item,Gold,0,0,0,0,0,Gold,Green_Item,Gold,0
0,Gold,LightBlue_Item,Gold,0,0,0,0,0,Gold,LightBlue_Item,Gold,0
0,Gold,Gold,Gold,0,0,0,0,0,Gold,Gold,Gold,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,Pink_Item,White_Item,White_Item,White_Item,Yellow_Item,0,0,0,0
0,0,0,0,Pink_Item,Orange,Orange,Orange,Yellow_Item,0,0,0,0
0,0,0,0,Pink_Item,LightBlue_Item,LightBlue_Item,LightBlue_Item,Yellow_Item,0,0,0,0
0,0,0,0,Pink_Item,Green_Item,Green_Item,Green_Item,Yellow_Item,0,0,0,0
0,0,0,0,Pink_Item,Red_Item,Red_Item,Red_Item,Yellow_Item,0,0,0,0
0,0,0,0,Pink_Item,Blue_Item,Blue_Item,Blue_Item,Yellow_Item,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
