0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
Green,Green,Green,Green,Green,Green,Green,Green_Item,Green,Green_Item,Green,Green_Item,Green
0,0,0,0,0,0,0,0,0,0,0,0,0
White,White,White,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold
0,0,0,0,0,0,0,0,0,0,0,0,0
Red,Red,Red,Red,Red,Red,Red,Red_Item,Red,Red,Red_Item,Red,Red
0,0,0,0,0,0,0,0,0,0,0,0,0
Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,White_Item,White,White
0,0,0,0,0,0,0,0,0,0,0,0,0
Pink,Pink_Item,Pink,Pink,Pink,Pink_Item,Pink,Pink,Pink_Item,Pink,Pink,Pink,Pink
0,0,0,0,0,0,0,0,0,0,0,0,0
Blue,Blue,Blue,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold
0,0,0,0,0,0,0,0,0,0,0,0,0
LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue_Item,LightBlue,LightBlue,LightBlue_Item,LightBlue
0,0,0,0,0,0,0,0,0,0,0,0,0
Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,LightBlue,LightBlue_Item,LightBlue
