0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,0
0,Silver,0,0,0,0,0,0,0,0,0,Silver,0
0,Silver,0,Silver,Silver,Silver,Silver,Silver,Silver,Silver,0,Silver,0
0,Silver,0,Silver,0,0,0,0,0,Silver,0,Silver,0
0,Silver,0,Silver,0,Silver,Silver,Silver,0,Silver,0,Silver,0
0,Silver,0,Silver,0,Silver,0,Silver,0,Silver,0,Silver,0
0,Silver,0,Silver,0,Silver,Silver,Silver,0,Silver,0,Silver,0
0,Silver,0,Silver,0,0,0,0,0,Silver,0,Silver,0
0,Silver,0,Silver,Silver,Silver,Silver,Silver,Silver,Silver,0,Silver,0
0,Silver,0,0,0,0,0,0,0,0,0,Silver,0
0,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
