0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,Gold,Silver,Silver,Silver,Gold,0,0,0,0,0,0
0,Gold,0,0,0,0,0,Gold,0,0,0,0,0
Gold,0,0,LightBlue_Item,LightBlue_Item,LightBlue_Item,0,0,Gold,0,0,0,0
Gold,0,Green_Item,Green_Item,Green_Item,Green_Item,Green_Item,0,Gold,0,0,0,0
Gold,0,Blue_Item,Blue_Item,Blue_Item,Blue_Item,Blue_Item,0,Gold,0,0,0,0
Gold,0,0,Pink_Item,Pink_Item,Pink_Item,0,0,Gold,0,0,0,0
0,Gold,0,0,0,0,0,Gold,0,0,0,0,0
0,0,Gold,Gold,Gold,Gold,Gold,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
