0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver,Silver
Red_Item,Red_Item,Red_Item,Red_Item,Red_Item,Red_Item,Red_Item,Red_Item,Red_Item,Red_Item,Red_Item,Red_Item,Red_Item
Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow
Blue_Item,Blue_Item,Blue_Item,Blue_Item,Blue_Item,Blue_Item,Blue_Item,Blue_Item,Blue_Item,Blue_Item,Blue_Item,Blue_Item,Blue_Item
Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink
Green_Item,Green_Item,Green_Item,Green_Item,Green_Item,Green_Item,Green_Item,Green_Item,Green_Item,Green_Item,Green_Item,Green_Item,Green_Item
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
