0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow
Yellow_Item,Yellow_Item,Yellow_Item,Yellow_Item,Yellow_Item,Yellow_Item,Yellow_Item,Yellow_Item,Yellow_Item,Yellow_Item,Yellow_Item,Yellow_Item,Yellow_Item
0,0,0,0,0,0,0,0,0,0,0,0,0
Red,Red_Item,Gold,0,Gold,Red_Item,Red,Red_Item,Gold,0,Gold,Red_Item,Red
Red,Red_Item,Gold,0,Gold,Red_Item,Red_Item,Red_Item,Gold,0,Gold,Red_Item,Red
Red,Red_Item,Gold,0,Gold,Red_Item,Red_Item,Red_Item,Gold,0,Gold,Red_Item,Red
Red,Red_Item,Gold,0,Gold,Red_Item,Red,Red_Item,Gold,0,Gold,Red_Item,Red
0,0,0,0,0,0,0,0,0,0,0,0,0
White,White,White,White,White,White,White,White,White,White,White,White,White
White,White,White,White,White,White,White,White,White,White,White,White,White
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
