0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,0,0
0,0,Green_Item,Red,Blue_Item,Pink,Gold,Pink,Blue_Item,Red,Green_Item,0,0
0,0,Green_Item,Red,Blue_Item,Pink,Gold,Pink,Blue_Item,Red,Green_Item,0,0
0,0,Green_Item,Red,Blue_Item,Pink,Gold,Pink,Blue_Item,Red,Green_Item,0,0
0,0,Green_Item,Red,Blue_Item,Pink,Yellow_Item,Pink,Blue_Item,Red,Green_Item,0,0
0,0,Green_Item,Red,Blue_Item,Pink,Gold,Pink,Blue_Item,Red,Green_Item,0,0
0,0,Green_Item,Red,Blue_Item,Pink,Gold,Pink,Blue_Item,Red,Green_Item,0,0
0,0,Green_Item,Red,Blue_Item,Pink,Gold,Pink,Blue_Item,Red,Green_Item,0,0
0,0,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
