0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,White_Item,White_Item,White_Item,0,0,0,0,0
0,0,0,0,0,White_Item,White_Item,White_Item,0,0,0,0,0
0,0,0,0,0,White_Item,White_Item,White_Item,0,0,0,0,0
0,0,0,0,White_Item,White_Item,White_Item,White_Item,White_Item,0,0,0,0
0,0,0,0,White_Item,LightBlue,White_Item,LightBlue,White_Item,0,0,0,0
0,0,0,White_Item,LightBlue,LightBlue,White_Item,LightBlue,LightBlue,White_Item,0,0,0
0,0,0,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,0,0,0
0,0,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,0,0
0,0,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,0,0
0,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,0
LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue,LightBlue
